symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,partial_taken,partial_price,partial_shares,partial_pnl,daily_range_pct,avg_volume_20d,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill,planned_entry
PCLA,2025-02-28,10:10:00,5.28,5.12,5.60,18000,10:12:00,5.26,pp+stop,-912.60,-0.96,True,5.23,17982,-912.32,30.12,1782161,1.12,9.95,False,,2,5.00,1.62,1.90,1.80,0.30,0.00,0.30,0.30,0.00,1.900,1.668,0.00,0.00,41.89,0.393,1.668,
STAK,2025-02-28,10:16:00,3.52,3.41,3.62,18000,10:40:00,3.59,pp+trail_stop,-547.12,-0.86,True,3.49,17982,-548.45,44.6,869210,6.86,-0.83,False,,2,8.44,8.75,3.00,1.80,0.30,0.30,0.30,0.30,0.00,3.400,1.668,0.20,0.00,29.50,1.195,1.668,
MAXN,2025-03-04,10:04:00,3.22,3.10,3.47,10620,11:16:00,3.21,pp+stop,532.04,1.56,True,3.27,10609,532.15,26.49,295043,9.16,0.29,False,,3,6.73,9.53,2.10,1.80,0.30,0.00,0.30,0.30,0.00,2.100,2.468,0.20,0.00,28.73,2.319,2.468,
SCOR,2025-03-05,09:53:00,7.19,6.99,7.59,736,09:55:00,7.17,pp+stop,64.73,1.22,True,7.28,735,64.75,12.31,20471,7.10,10.68,False,,2,5.58,6.51,2.30,1.80,0.30,0.00,0.30,0.30,0.20,2.300,2.471,0.20,0.00,25.26,5.007,2.471,
KLXE,2025-03-07,09:52:00,5.27,5.03,5.79,6265,09:55:00,5.01,stop,-1598.14,-4.84,False,,0,0.00,29.02,174056,7.26,-0.49,False,,2,6.50,6.00,2.50,1.80,0.30,-0.30,0.00,0.30,0.00,2.500,2.040,0.20,0.00,27.80,2.459,2.040,
EWCZ,2025-03-11,09:56:00,4.13,3.97,4.48,15233,12:28:00,4.4,pp+trail_stop,726.00,1.15,True,4.18,15217,721.74,67.26,423153,8.44,-46.77,False,,2,49.63,6.14,3.00,1.80,0.00,0.30,0.30,0.30,0.20,3.300,2.118,0.20,0.00,51.08,3.756,2.118,
OPRX,2025-03-13,09:38:00,7.33,7.00,8.06,20000,09:50:00,7.31,pp+stop,1253.41,0.85,True,7.39,19980,1253.84,26.25,935817,4.11,0.80,False,,3,16.58,4.38,1.50,2.00,0.00,0.00,0.00,0.30,0.00,1.500,2.129,0.20,0.00,17.71,0.586,2.129,
KBSX,2025-03-19,10:07:00,3.87,3.70,4.25,18000,10:09:00,3.86,pp+stop,-1643.22,-2.36,True,3.78,17982,-1643.02,41.5,2714018,1.25,-36.25,False,,2,10.83,1.78,2.60,1.80,0.00,0.00,0.30,0.30,0.00,2.600,1.537,0.00,0.00,21.33,0.829,1.537,
OM,2025-03-20,10:26:00,10.02,9.66,10.79,13043,10:36:00,11.27,pp+trail_stop,1703.24,1.30,True,10.15,17982,2327.95,47.96,1110199,9.25,1322.62,False,,2,7.10,9.14,2.30,1.80,0.30,0.00,0.30,0.30,0.20,2.300,1.345,0.20,0.00,1706.45,2.508,1.345,
TITN,2025-03-20,09:44:00,15.34,14.57,16.85,8307,12:37:00,16.79,pp+trail_stop,1782.18,1.40,True,15.55,8298,1769.13,39.6,230755,8.50,-15.14,False,,2,11.12,9.10,2.50,1.80,0.00,0.00,0.00,0.30,0.00,2.500,1.345,0.20,0.00,24.72,1.144,1.345,
YRD,2025-03-20,09:44:00,7.49,7.12,8.23,3258,09:53:00,7.47,pp+stop,156.81,0.64,True,7.54,3254,156.90,20.89,162917,5.67,-11.50,False,,3,15.65,6.65,3.00,1.00,0.00,0.30,0.30,0.30,0.20,3.300,1.345,0.20,0.00,20.57,0.427,1.345,
ZYBT,2025-03-25,10:12:00,6.69,6.59,6.87,1666,10:14:00,6.67,pp+stop,-182.75,-1.64,True,6.58,1664,-182.71,77.09,83342,6.71,-1.38,False,0.04,2,6.88,7.22,3.00,1.00,0.30,0.30,0.30,0.00,0.00,3.100,1.171,0.20,0.00,29.77,0.524,1.171,
WHLR,2025-03-31,10:44:00,3.51,3.42,3.68,26000,10:57:00,3.5,pp+stop,-985.92,-1.08,True,3.47,25974,-985.65,21.98,2546969,5.06,-7.27,False,0.06,3,6.11,5.61,2.60,1.00,0.30,0.30,0.30,0.30,0.20,2.600,1.561,0.20,0.00,20.89,0.482,1.561,
HERE,2025-04-01,09:41:00,4.86,4.61,5.34,18000,09:43:00,4.85,pp+stop,-83.16,-0.10,True,4.86,17982,-82.90,54.97,998329,2.67,8.46,False,,3,12.00,3.47,1.70,1.80,0.00,0.00,0.00,0.30,0.20,1.700,1.868,0.20,0.00,21.02,1.366,1.868,
VMAR,2025-04-02,10:31:00,5.98,5.71,6.57,8991,10:48:00,8.29,pp+trail_stop,3710.28,6.90,True,6.39,8982,3689.54,106.72,249786,12.85,4.92,False,,3,16.08,11.10,1.50,1.80,0.00,0.00,0.00,0.30,0.00,1.500,2.074,0.20,0.00,36.10,4.060,2.074,
NTCL,2025-04-04,10:07:00,7.14,6.72,7.84,3812,12:45:00,7.12,pp+stop,-233.52,-0.86,True,7.08,3808,-233.43,96.34,105915,4.13,5.71,False,,3,16.47,6.05,1.80,1.80,0.00,0.00,0.30,0.30,0.00,1.800,2.015,0.20,0.00,23.13,0.065,2.015,
ARTV,2025-04-07,10:17:00,3.17,3.07,3.32,4723,10:18:00,3.06,stop,-515.80,-3.45,False,,0,0.00,126.03,131242,19.07,-6.15,False,-0.19,2,9.64,20.10,3.00,1.80,0.00,0.30,0.30,0.30,0.20,3.300,2.831,0.20,0.00,42.92,0.740,2.831,
INSG,2025-04-07,10:19:00,7.51,7.26,7.89,3997,10:21:00,7.49,pp+stop,-547.87,-1.83,True,7.37,3993,-547.78,21.79,111077,10.89,-4.93,False,-0.19,3,6.03,12.33,2.30,1.80,0.30,0.00,0.30,0.30,0.20,2.300,2.831,0.20,0.00,21.79,0.890,2.831,
TNXP,2025-04-07,09:56:00,17.19,16.82,17.89,9999,09:58:00,17.47,pp+trail_stop,2127.00,1.24,True,17.40,17982,3823.60,28.43,1700591,8.17,-6.97,False,-0.19,3,7.95,7.94,3.00,1.80,0.30,0.30,0.30,0.30,0.00,3.400,2.831,0.20,0.00,21.74,2.259,2.831,
FATN,2025-04-16,10:05:00,7.99,7.84,8.25,18000,10:07:00,7.97,pp+stop,-2037.81,-1.42,True,7.88,17982,-2037.38,43.65,2650064,6.29,-13.14,False,,2,5.15,5.92,3.00,1.80,0.30,0.30,0.30,0.30,0.20,3.600,2.098,0.20,0.00,23.51,2.773,2.098,
UFI,2025-04-17,09:43:00,5.48,5.30,5.85,2394,09:52:00,5.46,pp+stop,246.70,1.88,True,5.58,2391,246.75,12.03,59873,2.82,16.23,False,,2,7.30,3.09,2.10,2.00,0.30,0.00,0.30,0.30,0.00,2.100,2.177,0.20,0.00,16.88,0.390,2.177,
CHGA,2025-04-24,10:09:00,3.87,3.70,4.25,1141,10:10:00,3.69,stop,-206.64,-4.68,False,,0,0.00,20.54,57070,8.28,0.91,False,,2,10.27,8.00,1.70,1.00,0.00,-0.30,0.30,0.30,0.20,1.700,2.238,0.20,0.00,20.54,2.845,2.238,
RYET,2025-04-30,10:36:00,5.82,5.56,6.40,12953,10:45:00,6.15,pp+trail_stop,1455.53,1.93,True,5.93,12940,1451.22,82.6,667703,10.82,0.59,False,,2,6.26,8.46,1.50,1.00,0.30,-0.30,0.00,0.30,0.00,1.500,1.392,0.20,0.00,21.55,1.786,1.392,
AIRS,2025-05-02,10:48:00,3.11,2.97,3.41,8647,10:49:00,2.96,stop,-1287.62,-4.79,False,,0,0.00,31.37,240223,13.73,26.55,False,0.01,3,7.01,13.40,1.50,1.80,0.30,-0.30,0.00,0.30,0.00,1.500,1.714,0.20,0.00,32.30,3.095,1.714,
CPS,2025-05-02,09:52:00,19.79,18.99,21.54,10106,15:45:00,21.77,pp+force_close,2893.50,1.45,True,20.07,11815,3362.49,32.22,378777,6.28,11.30,False,0.01,2,17.19,5.63,2.30,1.80,0.00,0.30,0.30,0.30,0.20,2.300,1.714,0.20,0.00,29.27,0.556,1.714,
RYM,2025-05-02,09:41:00,18.49,17.82,19.44,740,09:44:00,18.43,pp+stop,-107.36,-0.78,True,18.34,739,-107.30,47.63,18512,2.50,-3.37,False,0.01,3,5.88,3.47,2.30,2.00,0.30,0.00,0.30,0.30,0.20,2.300,1.714,0.20,0.00,15.96,3.134,1.714,
GDEV,2025-05-05,10:05:00,14.43,13.88,15.14,554,10:09:00,14.89,pp+trail_stop,-45.43,-0.57,True,14.35,553,-45.88,39.58,27720,1.73,5.37,False,0.02,2,5.81,3.50,2.10,1.00,0.30,0.00,0.30,0.30,0.00,2.100,1.650,0.20,0.00,21.07,1.968,1.650,
LCFY,2025-05-07,09:49:00,5.43,5.19,5.96,587,09:50:00,5.17,stop,-150.02,-4.71,False,,0,0.00,36.82,29392,7.40,8.46,False,-0.08,2,18.00,7.27,2.00,1.00,0.00,0.30,0.30,0.00,0.20,2.000,1.032,0.20,0.00,25.14,0.840,1.032,
RENT,2025-05-12,09:59:00,4.97,4.75,5.46,2358,10:08:00,4.96,pp+stop,-11.68,-0.10,True,4.97,2355,-11.63,23.26,58965,3.63,0.23,False,-0.18,3,11.59,4.27,1.70,2.00,0.00,0.00,0.00,0.30,0.20,1.700,1.258,0.20,0.00,15.22,0.078,1.258,
SOS,2025-05-12,09:58:00,7.01,6.79,7.29,376,10:00:00,7.09,pp+trail_stop,-56.41,-2.14,True,6.86,375,-56.49,29.48,10471,5.51,7.65,False,-0.18,3,15.00,4.39,2.30,1.80,0.00,0.30,0.30,0.30,0.20,2.300,1.258,0.20,0.00,24.38,4.848,1.258,
CDIO,2025-05-13,09:38:00,4.99,4.79,5.41,18000,10:12:00,4.98,pp+stop,1523.35,1.70,True,5.07,17982,1523.61,15.66,1394298,2.92,2913.35,False,-0.09,2,5.31,3.18,1.20,1.80,0.30,-0.30,0.00,0.00,0.00,1.200,1.136,0.20,0.00,2986.46,1.341,1.136,
GENK,2025-05-14,09:49:00,4.42,4.27,4.75,731,09:51:00,4.41,pp+stop,-38.81,-1.20,True,4.37,730,-38.79,24.58,36558,4.30,-4.76,False,0.08,3,14.20,4.80,3.00,1.00,0.00,0.30,0.30,0.00,0.20,3.000,0.982,0.20,0.00,24.58,0.178,0.982,
TSSI,2025-05-16,09:57:00,13.92,13.49,14.84,14367,10:00:00,13.88,pp+stop,1547.96,0.77,True,14.03,17735,1913.42,31.83,947907,3.84,46.56,False,-0.09,2,8.02,4.25,1.80,1.80,0.30,0.00,0.30,0.00,0.00,1.800,0.888,0.20,0.00,56.14,0.706,0.888,
FKWL,2025-05-19,09:46:00,4.11,3.95,4.38,510,09:50:00,4.1,pp+stop,8.94,0.43,True,4.13,509,8.95,21.96,25502,1.37,-2.83,False,0.15,3,12.41,2.52,2.60,1.00,0.00,0.30,0.30,0.00,0.00,2.600,0.826,0.00,0.00,21.96,0.155,0.826,
TGEN,2025-05-19,10:25:00,5.14,4.91,5.65,15937,10:29:00,5.37,pp+trail_stop,1345.56,1.64,True,5.22,15921,1341.82,40.25,442725,10.05,0.92,False,0.15,3,7.05,9.49,1.40,1.80,0.30,-0.30,0.00,0.00,0.20,1.400,0.826,0.20,0.00,30.50,2.223,0.826,
RYET,2025-05-23,10:14:00,13.09,12.49,14.39,11529,10:16:00,12.45,stop,-7349.74,-4.87,False,,0,0.00,23.23,1187461,0.83,-4.14,False,0.06,2,7.32,1.46,2.20,1.80,0.30,-0.30,0.00,0.00,0.20,2.200,1.167,0.00,0.00,21.75,0.896,1.167,
SAIH,2025-05-27,10:41:00,6.27,6.00,6.77,1032,11:18:00,6.25,pp+stop,-29.68,-0.46,True,6.24,1030,-29.64,25.1,51643,4.48,2.76,False,0.03,2,7.66,5.56,2.00,1.00,0.30,0.00,0.00,0.30,0.20,2.000,1.275,0.20,0.00,21.57,0.348,1.275,
ELPW,2025-05-28,09:52:00,5.73,5.47,6.30,7947,09:55:00,5.45,stop,-2196.63,-4.82,False,,0,0.00,82.06,220781,9.08,1.78,False,0.03,3,16.77,9.09,1.20,1.80,0.00,-0.30,0.00,0.30,0.00,1.200,1.401,0.20,0.00,21.28,0.361,1.401,
FMST,2025-05-28,09:42:00,3.72,3.55,4.09,20000,09:53:00,3.9,pp+trail_stop,1840.32,2.47,True,3.81,19980,1836.76,33.54,832094,7.47,9.26,False,0.03,3,13.30,7.65,1.80,2.00,0.00,0.00,0.30,0.30,0.00,1.800,1.401,0.20,0.00,15.05,2.791,1.401,
YSXT,2025-05-28,10:22:00,7.87,7.58,8.51,1190,10:35:00,9.01,pp+trail_stop,365.10,3.90,True,8.18,1188,362.82,61.03,59505,6.88,5.65,False,0.03,2,6.68,7.02,2.00,1.00,0.30,-0.30,0.30,0.30,0.20,2.000,1.401,0.20,0.00,32.49,1.536,1.401,
ALZN,2025-05-29,09:48:00,8.02,7.61,8.81,9354,09:49:00,7.59,stop,-4048.69,-5.40,False,,0,0.00,57.77,467721,2.80,134.34,False,-0.11,3,16.32,3.69,1.50,1.00,0.00,0.00,0.00,0.30,0.00,1.500,1.430,0.20,0.00,144.28,2.191,1.430,
DDC,2025-05-30,10:34:00,8.04,7.75,8.55,3153,10:35:00,7.73,stop,-987.68,-3.90,False,,0,0.00,32.18,157660,8.51,2.08,False,-0.14,3,5.41,9.17,2.30,1.00,0.30,0.00,0.30,0.30,0.20,2.300,1.476,0.20,0.00,24.84,4.670,1.476,
LYEL,2025-06-02,09:54:00,10.35,9.88,11.38,10683,09:55:00,9.85,stop,-5337.82,-4.83,False,,0,0.00,34.64,627441,8.36,1759.40,False,0.13,2,15.76,7.55,1.10,1.80,0.00,-0.30,0.00,0.00,0.20,1.100,1.185,0.20,0.00,2239.13,1.993,1.185,
MSW,2025-06-06,10:24:00,4.82,4.60,5.30,2250,10:25:00,4.59,stop,-526.05,-4.85,False,,0,0.00,28.26,112526,3.28,-8.81,False,-0.02,2,9.66,3.92,1.40,1.00,0.00,-0.30,0.30,0.00,0.20,1.400,0.881,0.20,0.00,21.98,0.762,0.881,
PMA,2025-06-06,10:24:00,4.82,4.60,5.30,2250,10:25:00,4.59,stop,-526.05,-4.85,False,,0,0.00,28.26,112526,3.28,-8.81,False,-0.02,2,9.66,3.92,1.40,1.00,0.00,-0.30,0.30,0.00,0.20,1.400,0.881,0.20,0.00,21.98,0.762,0.881,
NEGG,2025-06-09,10:25:00,13.57,13.10,14.57,14738,10:28:00,13.92,pp+trail_stop,4103.15,2.05,True,13.85,8990,2502.19,67.79,931289,9.85,0.00,False,-0.01,3,7.55,9.80,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,0.808,0.20,0.00,29.81,1.339,0.808,
TAOX,2025-06-09,09:39:00,3.6,3.40,3.95,712,09:41:00,3.59,pp+stop,-14.78,-0.58,True,3.58,711,-14.77,63.45,19805,5.66,38.17,False,-0.01,3,17.22,6.09,1.20,1.80,0.00,0.00,0.00,0.00,0.00,1.200,0.808,0.20,0.00,48.55,1.900,0.808,
TWAV,2025-06-09,09:58:00,3.94,3.81,4.21,6379,10:04:00,3.93,pp+stop,242.24,0.96,True,3.98,6372,242.33,34.73,177228,8.98,12.90,False,-0.01,3,11.94,8.71,2.00,1.80,0.00,0.30,0.30,0.00,0.20,2.000,0.808,0.20,0.00,24.19,3.943,0.808,
HERE,2025-06-11,09:44:00,10.65,10.19,11.68,8780,09:46:00,10.62,pp+stop,-2116.91,-2.26,True,10.41,8771,-2116.62,34.67,864816,5.08,8.77,False,-0.07,3,6.39,5.14,0.90,2.00,0.30,-0.30,0.00,-0.50,0.20,0.900,0.619,0.20,0.00,15.22,1.122,0.619,
AGIG,2025-06-16,09:52:00,11.33,10.82,12.45,13043,09:54:00,11.3,pp+stop,-183.52,-0.12,True,11.32,17982,-252.65,45.19,2104276,1.90,-11.31,False,0.09,3,17.98,2.32,2.30,1.80,0.00,0.00,0.30,0.00,0.00,2.300,0.914,0.00,0.00,43.39,0.706,0.914,
GEOS,2025-06-23,09:40:00,14.56,13.99,15.81,3796,09:42:00,14.52,pp+stop,-808.52,-1.46,True,14.35,3792,-808.34,39.1,105495,0.64,21.67,False,-0.12,2,10.30,1.09,1.00,1.80,0.00,0.00,0.00,0.00,0.00,1.000,0.915,0.00,0.00,31.90,2.629,0.915,
LGL,2025-06-23,09:53:00,8.34,7.85,9.16,669,09:56:00,9.09,pp+trail_stop,283.74,5.09,True,8.76,668,282.98,60.71,18602,5.32,-3.28,False,-0.12,2,18.04,5.14,2.50,1.80,0.00,0.00,0.30,0.00,0.00,2.500,0.915,0.20,0.00,35.32,3.049,0.915,
MIND,2025-06-23,09:43:00,8.29,7.82,9.10,8280,09:45:00,8.27,pp+stop,-1113.00,-1.62,True,8.16,8271,-1112.78,29.77,230029,8.59,7.44,False,-0.12,2,7.09,10.14,1.40,1.80,0.30,-0.30,0.00,0.00,0.20,1.400,0.915,0.20,0.00,25.19,0.422,0.915,
VVOS,2025-06-26,09:58:00,3.82,3.69,4.09,3352,09:59:00,3.68,stop,-472.87,-3.69,False,,0,0.00,21.24,167626,3.39,16.72,False,0.01,2,6.44,3.48,1.50,1.00,0.30,0.00,0.00,0.00,0.00,1.500,0.901,0.20,0.00,24.59,2.581,0.901,
CVKD,2025-06-30,09:39:00,12.94,12.66,13.47,855,09:44:00,13.24,pp+trail_stop,-152.05,-1.37,True,12.76,854,-152.35,22.81,23776,7.57,11.11,False,-0.02,2,10.94,7.83,1.50,1.80,0.00,0.30,0.30,-0.50,0.20,1.500,0.688,0.20,0.00,23.31,1.264,0.688,
EGG,2025-07-09,09:57:00,7.19,6.96,7.66,18000,09:59:00,7.49,pp+trail_stop,6609.42,5.11,True,7.56,17982,6604.07,141.39,1142215,7.42,-4.17,False,0.02,2,7.89,6.96,2.30,1.80,0.30,0.00,0.30,-0.50,0.00,2.300,0.678,0.20,0.00,24.52,1.473,0.678,
SPAI,2025-07-11,09:59:00,3.39,3.28,3.51,1232,10:01:00,3.38,pp+stop,-49.32,-1.18,True,3.35,1230,-49.30,24.14,30833,4.04,4.90,False,0.07,2,5.71,5.73,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.550,0.20,0.00,18.16,0.161,0.550,
MB,2025-07-14,10:10:00,13.74,13.04,15.10,4958,10:45:00,13.7,pp+stop,832.64,1.22,True,13.91,4953,832.85,21.3,123969,7.04,2.16,False,-0.04,2,8.32,8.11,1.20,2.00,0.30,-0.30,0.30,-0.50,0.20,1.200,0.590,0.20,0.00,18.59,1.051,0.590,
TCRT,2025-07-14,09:44:00,6.12,5.84,6.73,993,09:58:00,5.82,stop,-295.44,-4.86,False,,0,0.00,56.17,49688,6.40,7.01,False,-0.04,2,15.03,6.77,0.70,1.00,0.00,0.00,0.00,-0.50,0.00,0.700,0.590,0.20,0.00,22.24,0.426,0.590,
STEM,2025-07-21,09:38:00,16.07,15.35,17.67,3126,09:44:00,17.8,pp+trail_stop,2097.59,4.18,True,16.74,6245,4183.08,29.94,815436,3.02,6.04,False,0.03,2,12.44,2.06,1.00,2.00,0.00,0.00,0.30,-0.50,0.00,1.000,0.746,0.20,0.00,17.42,2.740,0.746,
BGL,2025-07-22,10:44:00,17.8,17.00,19.57,4799,10:47:00,17.75,pp+stop,3089.47,3.62,True,18.44,4794,3089.73,40.59,363820,9.22,-1.65,False,-0.09,2,7.57,9.19,1.70,1.00,0.30,-0.30,0.00,-0.50,0.00,1.700,0.556,0.20,0.00,21.63,1.765,0.556,
PAPL,2025-07-22,10:00:00,3.23,3.08,3.55,3999,10:05:00,3.39,pp+trail_stop,-237.22,-1.84,True,3.17,3995,-237.86,88.39,92605,9.80,3689.47,True,-0.09,2,12.86,10.24,0.40,1.00,0.00,0.00,0.00,-0.50,0.00,0.400,0.556,0.20,-0.30,3654.39,0.535,0.556,
QVCGA,2025-07-22,10:39:00,3.68,3.53,4.00,2847,10:47:00,3.95,pp+trail_stop,26.12,0.25,True,3.69,2844,25.31,97.95,79136,8.79,0.00,False,-0.09,2,7.65,9.29,1.30,1.80,0.30,0.00,0.30,-0.50,0.00,1.300,0.556,0.20,0.00,26.69,0.160,0.556,
BNR,2025-07-23,10:16:00,7.04,6.89,7.27,327,10:19:00,7.14,pp+trail_stop,61.47,2.67,True,7.23,326,61.37,62.89,16393,7.81,0.06,False,-0.09,3,5.25,8.62,1.60,1.00,0.30,0.30,0.30,-0.50,0.00,1.600,0.518,0.20,0.00,20.62,1.244,0.518,
RNAZ,2025-07-23,10:29:00,12.35,12.07,12.84,503,10:33:00,12.31,pp+stop,56.44,0.91,True,12.46,502,56.48,57.11,25159,1.31,28.71,False,-0.09,2,5.36,2.00,1.40,1.00,0.30,0.30,0.30,-0.50,0.00,1.400,0.518,0.00,0.00,38.98,0.473,0.518,
LYEL,2025-07-25,10:09:00,12.81,12.41,13.66,2148,10:12:00,12.77,pp+stop,291.70,1.06,True,12.95,2145,291.82,17.38,107429,5.64,13.35,False,0.02,3,8.08,5.72,1.00,1.00,0.30,0.00,0.00,-0.50,0.00,1.000,0.539,0.20,0.00,22.67,0.617,0.539,
GEOS,2025-07-28,09:37:00,15.58,14.93,17.00,7016,10:02:00,16.26,pp+trail_stop,1529.44,1.40,True,15.80,7008,1523.99,24.17,237990,6.80,8.44,False,0.03,3,12.48,7.01,1.00,2.00,0.00,0.00,0.30,-0.50,0.00,1.000,0.495,0.20,0.00,19.89,0.537,0.495,
SCNI,2025-07-29,10:06:00,3.21,3.06,3.52,2702,10:09:00,3.05,stop,-430.10,-4.96,False,,0,0.00,87.1,135111,4.45,29.02,False,0.03,3,16.19,4.86,1.00,1.00,0.00,0.30,0.00,-0.50,0.00,1.000,0.389,0.20,0.00,60.49,1.683,0.389,
MGRT,2025-07-30,09:50:00,3.15,3.02,3.42,14000,09:51:00,3.01,stop,-1946.84,-4.41,False,,0,0.00,21.67,1056848,4.62,-5.92,False,-0.08,2,9.06,4.73,0.70,2.00,0.00,0.00,0.00,-0.50,0.00,0.700,0.503,0.20,0.00,18.52,2.412,0.503,
AIMD,2025-08-06,09:38:00,3.93,3.75,4.32,4861,09:40:00,3.92,pp+stop,-323.59,-1.69,True,3.86,4856,-323.53,55.17,135062,8.14,31.76,False,-0.07,3,29.99,6.35,1.20,1.80,0.00,0.00,0.00,0.00,0.00,1.200,0.976,0.20,0.00,68.19,1.786,0.976,
